Mod:Item:MetaData, Localized Name
buildcraftcore:paintbrush:0, §z§a§dФиолетовый§r Кисточка
buildcraftcore:paintbrush:0, §9§9Синий§r Кисточка
buildcraftcore:paintbrush:0, §z§c§6Коричневый§r Кисточка
buildcraftcore:paintbrush:0, §z§d§aЗелёный§r Кисточка
buildcraftcore:paintbrush:0, §z§e§cКрасный§r Кисточка
buildcraftcore:paintbrush:0, §0§7Чёрный§r Кисточка
buildcraftcore:list, Список
buildcraftcore:map_location:0, Карта расположения
buildcraftcore:marker_connector, Разъем маркера
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Хрупкий %s осколок
aroma1997sdimension:portalframe, Рамка портала
aroma1997sdimension:portalframesphere, Biomesphere Portal Frame
aroma1997sdimension:miningmultitool, Многорезцовый шахтёр
aroma1997sdimension:dimensionchanger, Переключатель измерении
aroma1997sdimension:miningore:0, Липкая руда
aroma1997sdimension:miningore:1, Глиняная руда
base:wrench, item.base.wrench.name
betterbuilderswands:wandstone, Каменный жезл
betterbuilderswands:wandiron, Железный жезл
betterbuilderswands:wanddiamond:0, Алмазный жезл
betterbuilderswands:wandunbreakable:0, Неразрушимый жезл
buildcraftbuilders:snapshot:2, Строительный проект
buildcraftbuilders:snapshot:0, Чертёж
buildcraftbuilders:schematic_single:0, Схема одного блока
buildcraftbuilders:filler_planner, Планировщик заполнения
buildcraftbuilders:filler, Заполнитель
buildcraftbuilders:builder, Строитель
buildcraftbuilders:architect, Стол архитектора
buildcraftbuilders:library, Библиотека проектов
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Каркас
buildcraftbuilders:quarry, Карьер
buildcrafttransport:pipe_structure:0, Структурная труба
buildcrafttransport:pipe_wood_item:0, Деревянная транспортная труба
buildcrafttransport:pipe_cobble_item:0, Булыжниковая транспортная труба
buildcrafttransport:pipe_stone_item:0, Каменная транспортная труба
buildcrafttransport:pipe_quartz_item:0, Кварцевая транспортная труба
buildcrafttransport:pipe_iron_item:0, Железная транспортная труба
buildcrafttransport:pipe_gold_item:0, Золотая транспортная труба
buildcrafttransport:pipe_clay_item:0, Глиняная транспортная труба
buildcrafttransport:pipe_sandstone_item:0, Песчаниковая транспортная труба
buildcrafttransport:pipe_void_item:0, Пустотная транспортная труба
buildcrafttransport:pipe_obsidian_item:0, Обсидиановая транспортная труба
buildcrafttransport:pipe_diamond_item:0, Алмазная транспортная труба
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Лазуритовая транспортная труба
buildcrafttransport:pipe_daizuli_item:0, Алмазуритовая транспортная труба
buildcrafttransport:pipe_emzuli_item:0, Изумуритовая транспортная труба
buildcrafttransport:pipe_stripes_item:0, Активная транспортная труба
buildcrafttransport:pipe_wood_fluid:0, Деревянная жидкостная труба
buildcrafttransport:pipe_cobble_fluid:0, Булыжниковая жидкостная труба
buildcrafttransport:pipe_stone_fluid:0, Каменная жидкостная труба
buildcrafttransport:pipe_quartz_fluid:0, Кварцевая жидкостная труба
buildcrafttransport:pipe_gold_fluid:0, Золотая жидкостная труба
buildcrafttransport:pipe_iron_fluid:0, Железная жидкостная труба
buildcrafttransport:pipe_clay_fluid:0, Глиняная жидкостная труба
buildcrafttransport:pipe_sandstone_fluid:0, Песчаниковая жидкостная труба
buildcrafttransport:pipe_void_fluid:0, Пустотная жидкостная труба
buildcrafttransport:pipe_diamond_fluid:0, Алмазная жидкостная труба
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Деревянная энергетическая труба
buildcrafttransport:pipe_cobble_power:0, Булыжниковая энергетическая труба
buildcrafttransport:pipe_stone_power:0, Каменная энергетическая труба
buildcrafttransport:pipe_quartz_power:0, Кварцевая энергетическая труба
buildcrafttransport:pipe_iron_power:0, Железная энергетическая труба
buildcrafttransport:pipe_gold_power:0, Золотая энергетическая труба
buildcrafttransport:pipe_sandstone_power:0, Песчаниковая энергетическая труба
buildcrafttransport:pipe_diamond_power:0, Алмазная энергетическая труба
buildcrafttransport:pipe_diamond_wood_power:0, Wooden Diamond Kinesis Pipe
buildcrafttransport:pipe_wood_rf:0, Wooden Redstone Flux Pipe
buildcrafttransport:pipe_cobble_rf:0, Cobblestone Redstone Flux Pipe
buildcrafttransport:pipe_stone_rf:0, Stone Redstone Flux Pipe
buildcrafttransport:pipe_quartz_rf:0, Quartz Redstone Flux Pipe
buildcrafttransport:pipe_iron_rf:0, Iron Redstone Flux Pipe
buildcrafttransport:pipe_gold_rf:0, Golden Redstone Flux Pipe
buildcrafttransport:pipe_sandstone_rf:0, item.PipeRedstoneFluxSandstone.name
buildcrafttransport:pipe_diamond_rf:0, Diamond Redstone Flux Pipe
buildcrafttransport:pipe_diamond_wood_rf:0, Wooden Diamond Redstone Flux Pipe
buildcrafttransport:filtered_buffer, Фильтр
buildcrafttransport:waterproof, Уплотнитель для труб
buildcrafttransport:plug_blocker, Заглушка для труб
buildcrafttransport:plug_power_adaptor, Энергетический адаптер
buildcrafttransport:wire:0, §z§0§fБелый§r Провод трубы
buildcrafttransport:wire:1, §z§1§6Оранжевый§r Провод трубы
buildcrafttransport:wire:2, §z§2§dПурпурный§r Провод трубы
buildcrafttransport:wire:3, §z§3§bГолубой§r Провод трубы
buildcrafttransport:wire:4, §z§4§eЖёлтый§r Провод трубы
buildcrafttransport:wire:5, §z§5§aЛаймовый§r Провод трубы
buildcrafttransport:wire:6, §z§6§dРозовый§r Провод трубы
buildcrafttransport:wire:7, §z§7§7Серый§r Провод трубы
buildcrafttransport:wire:8, §z§8§7Светло-серый§r Провод трубы
buildcrafttransport:wire:9, §z§9§3Бирюзовый§r Провод трубы
buildcrafttransport:wire:10, §z§a§dФиолетовый§r Провод трубы
buildcrafttransport:wire:11, §9§9Синий§r Провод трубы
buildcrafttransport:wire:12, §z§c§6Коричневый§r Провод трубы
buildcrafttransport:wire:13, §z§d§aЗелёный§r Провод трубы
buildcrafttransport:wire:14, §z§e§cКрасный§r Провод трубы
buildcrafttransport:wire:15, §0§7Чёрный§r Провод трубы
buildcraftsilicon:laser, Лазер
buildcraftsilicon:assembly_table, Сборочный стол
buildcraftsilicon:advanced_crafting_table, Сборочный верстак
buildcraftsilicon:integration_table, Стол интеграции
buildcraftsilicon:redstone_chipset:0, Микросхема из красного камня
buildcraftsilicon:redstone_chipset:1, Железная микросхема
buildcraftsilicon:redstone_chipset:2, Золотая микросхема
buildcraftsilicon:redstone_chipset:3, Кварцевая микросхема
buildcraftsilicon:redstone_chipset:4, Алмазная микросхема
buildcraftsilicon:gate_copier, Копировальщик гейтов
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Чёрный§r Линза
buildcraftsilicon:plug_lens:1, §z§e§cКрасный§r Линза
buildcraftsilicon:plug_lens:2, §z§d§aЗелёный§r Линза
buildcraftsilicon:plug_lens:3, §z§c§6Коричневый§r Линза
buildcraftsilicon:plug_lens:4, §9§9Синий§r Линза
buildcraftsilicon:plug_lens:5, §z§a§dФиолетовый§r Линза
buildcraftsilicon:plug_lens:6, §z§9§3Бирюзовый§r Линза
